label,N,P,K,temperature,humidity,ph,rainfall
Rice,294.0465275916150,120.5987185850590,37.93926737572430,23.17944543598740,57.86015551947460,5.542108794310600,238.8316711262300
Rice,260.0833811639520,161.62968720716300,63.66408582848070,25.36117440295610,83.91759726082510,6.0877185696739000,311.86895367789200
Rice,261.5576837474950,8.382400581385170,30.03620476098790,29.240819615280700,33.491784050546500,6.234451280274230,205.9133257292540
Rice,231.41697669758800,111.9975513020340,78.8114792164821,28.233143281895900,42.82072633435000,5.844609311940770,278.87728589344100
Rice,43.06956166472190,177.1691796200680,99.32035619670070,22.18021495114730,79.87910027964600,5.727765574987810,192.04654200185200
Rice,201.2174794136790,79.67986175325960,46.861307895004200,29.972092984542800,37.05831083878220,6.13894089409264,220.93328868955000
Rice,74.27713721715710,71.76108152938240,46.18831000856880,24.072801711421600,61.34301442639270,5.656756587315260,232.73865170362100
Rice,104.34072954943800,121.43678096585500,85.03978269571290,25.744231754480600,64.42700089907710,5.549980170122020,322.64430655936200
Rice,294.0465275916150,120.5987185850590,37.93926737572430,26.287044209537300,57.86015551947460,5.826919988114280,335.64512548936300
Rice,285.79345191204400,178.96382514713500,134.2902967766850,26.999525747819200,51.69677107178220,6.255422325179000,332.27490678352200
Rice,34.250697180661700,3.384558834811750,25.011191625327300,26.132347014606600,67.64805667734640,6.189643219562020,183.9096936316120
Rice,39.15874071649670,25.764092599688600,76.5922443778997,26.906850936689500,53.64423928536700,6.11950862276399,198.6997646990440
Rice,87.85409999192350,50.02399095200010,191.0743784249600,27.556961852738900,85.47631319723790,5.5218161595261500,284.51594590295000
Rice,288.9815900903330,144.10298351005600,133.55091779822600,28.675694404869000,78.32490269112320,5.778062609923290,317.1924032119830
Rice,4.659693692054480,175.52821435055400,77.46883255569200,27.76131899775200,57.95364821603150,5.769326359051830,285.5429112871430
Rice,41.13567903412700,45.16628931772360,80.18390011687820,29.91251921896120,59.45224214824490,5.711854435580990,176.44794718266300
Rice,89.06611389412110,199.3303033583720,81.15959517298560,23.85513493104380,77.9746417226945,5.675336599834190,213.89819054417600
Rice,46.08406888619100,146.79751916397700,172.2297354259900,26.875084900502400,62.27442525227760,5.678659374430670,199.5025603961190
Rice,172.3602978048220,41.853400155249500,164.49372247429400,23.50308601504340,55.42383509827720,6.413288224933540,260.8837241884970
Rice,190.1038820692330,177.82848585317400,35.02650031404640,23.12523134884650,64.7976162203189,6.215641704156170,246.5374626450090
Rice,6.516051433417910,180.11569447877500,85.39474947758020,22.052325979459300,37.27907114275570,5.762305317638460,330.6728636425700
Rice,260.81615744897800,115.04699540594200,66.80115694290830,26.81120836343950,36.20653465711350,6.195964157609510,333.24363661170400
Rice,232.95823905084200,107.95465957432800,89.76142100698210,23.114500421726500,60.396857000006800,6.406401562560440,194.00456862265800
Rice,4.659693692054480,175.52821435055400,77.46883255569200,24.894583363028000,57.95364821603150,5.506582705018940,151.69863885923000
Rice,141.8535995996820,151.73580984503700,15.52774199855330,28.564143459656100,58.97312517854570,5.575115186303420,199.56720036196600
Rice,232.06494304188500,143.46571672446400,6.458293543542660,25.20207929412410,79.72477027822510,6.205397317281160,293.48777006338000
Rice,47.013023934281100,82.3741272543104,162.53381573695600,28.464203507300400,48.47694066720720,5.807681522327560,243.1805598185820
Rice,220.5367290488640,182.73453726807800,138.06373253950700,22.61140871745330,52.39412665673090,6.087004825893450,324.8981424641720
Rice,55.50810949325090,144.89551749106700,32.910018382566300,29.64567115580560,48.45128125450580,6.147885040570110,174.1632947895560
Rice,118.0753116427130,28.35956126165500,27.88532472065540,24.997930027811100,50.64023811108500,5.693149728466240,329.9292912233800
Rice,104.34072954943800,121.43678096585500,85.03978269571290,22.950334219783600,64.42700089907710,6.091103390698090,223.37826875616300
Rice,28.792253448659200,143.4389922524440,184.7425930653850,22.2615478355836,87.8220788719731,5.808238570845060,151.21867470356200
Rice,234.5672706581540,114.06832157658400,11.516374768956400,26.031575503538000,84.66231893048230,5.747159782643400,241.96745744059300
Rice,53.29611983819040,97.40569609087990,137.27225042995600,25.785438747653400,38.42091689717770,6.010559890165820,314.40212898606000
Rice,134.4633241790270,158.18841750095800,110.11546330965400,27.50589280164300,70.49001312221370,5.868051248327660,212.745459124802
Rice,141.8535995996820,151.73580984503700,15.52774199855330,27.587673958739700,58.97312517854570,5.579512014948480,154.18442724672900
Rice,284.0926182651150,129.6855411007500,145.11482584419100,28.219306039256700,71.23839180860250,5.545253297976490,291.78390380890200
Rice,236.46891334544700,83.42466253101770,165.1777085708690,27.474755050910400,63.99967250568220,5.964541250608780,283.1429205296260
Rice,77.64912532683010,178.1748281347490,146.33862694885700,24.84983331737650,76.17910396389750,6.418645519404080,263.439784795735
Rice,187.39837858600200,72.73751165622750,173.88275796841700,24.6726839865097,86.5428096269671,6.4720982051999300,178.27275482024500
Rice,96.78894467406780,51.430691662927200,4.6564749564275400,23.206377717033200,71.06421743748590,5.522382673651790,266.23356706564700
Rice,261.3343058440260,168.6755776975330,187.84099737320000,22.97283714374330,82.28213686553600,5.544269672531160,331.31165811240900
Rice,118.0753116427130,28.35956126165500,27.88532472065540,28.300487184598000,50.64023811108500,5.671400744003720,181.34825754885800
Rice,62.999096122094700,196.71673378705,83.49365410707290,29.670816671562600,48.72070862940120,5.975875971364410,267.60414536249100
Rice,231.41697669758800,111.9975513020340,78.8114792164821,28.74930163249920,42.82072633435000,5.9637292419560200,342.66611477549500
Rice,54.60448030228770,111.08838196227900,177.47562396456000,27.744408071083300,35.75134443786790,6.098837731593150,218.76981041849500
Rice,54.60448030228770,111.08838196227900,177.47562396456000,27.573603255520900,35.75134443786790,6.457152496852720,241.1197841079700
Rice,133.66232988581100,64.38938542125590,146.4545866379110,25.571610941449200,50.911524920841100,5.766270717100940,200.09169537496100
Rice,54.60448030228770,111.08838196227900,177.47562396456000,25.48559550736680,35.75134443786790,5.715775773859760,224.5575162946170
Rice,200.8295069157170,66.0107664287785,9.064603578538780,25.864042042473500,44.76424513519560,5.99841500767151,232.44911066509800
Rice,145.94401879258500,54.691146699517900,45.53559245303920,24.769024828372400,32.06955598677890,6.389109908294530,337.54378451895600
Rice,30.70808904472960,183.0499842392200,158.47191868746800,23.421537306316300,47.0340292161203,5.52489193278191,251.94758772478000
Rice,174.20935607158900,173.01484688935100,118.913803934793,22.22101763853860,68.5767881204576,5.795107291630190,329.425757305453
Rice,190.1038820692330,177.82848585317400,35.02650031404640,24.114052552842600,64.7976162203189,6.373040691854350,219.52824108113300
Rice,101.53343667552000,3.1720892321563900,183.2245314440670,22.43417117540490,37.397817572285600,6.214743690286770,336.7731156574450
Rice,200.8295069157170,66.0107664287785,9.064603578538780,24.957833613736800,44.76424513519560,6.3949677086906300,277.61607488264500
Rice,69.5000264457025,63.12284757737890,181.36310531556300,22.95023797895310,88.45626022945720,6.4178855081491,300.2583710559440
Rice,104.34072954943800,121.43678096585500,85.03978269571290,23.48900272450680,64.42700089907710,5.679114920923620,247.21099724161500
Rice,272.223196726582,184.9750706098930,171.30077068763500,22.169475454372900,31.668670828225400,6.261502488077410,240.01949505966300
Rice,186.69422931948400,176.20519767580100,0.9511156285581640,25.488957561530900,86.1011397698943,6.019390399446940,203.5607020075430
Rice,164.55144093979800,4.987812951551130,102.40075043276200,29.403608346841700,46.02701688370450,5.800895706984550,207.97812210164600
Rice,238.93897656482800,38.79201206848420,117.9853763010980,23.997788510790400,76.39015914687380,6.050139580086030,205.62931009681700
Rice,284.0926182651150,129.6855411007500,145.11482584419100,25.994233089513000,71.23839180860250,6.249582798551770,309.7982155300130
Rice,201.2366337322330,139.00059735033500,71.73198808600450,25.06005587649690,33.741542710037400,6.075937054747040,224.1077784429590
Rice,203.01696603273200,118.53501919152000,127.80050200762200,29.488142273402100,88.209694087837,5.880773721675320,279.0716503910600
Rice,165.83571850222600,126.2112801021700,83.93167337924650,27.354434352467600,36.70941923964850,6.393370216361610,295.71817265829500
Rice,56.80445535335980,189.53690056037200,0.3282609466167760,26.828792725197100,47.57482319107710,6.4689808968027900,248.97454859897000
Rice,260.81615744897800,115.04699540594200,66.80115694290830,22.68810814677420,36.20653465711350,6.420440253191180,267.7713853764890
Rice,220.5367290488640,182.73453726807800,138.06373253950700,28.256130425002800,52.39412665673090,5.990433744150630,309.9426025176750
Rice,293.6351660305960,117.46588398240300,177.27942919033100,26.255678360924600,76.14306741774920,6.387971360296100,205.7063534120410
Rice,47.570359807904300,87.93516231337160,180.5696057684780,29.12000238177850,49.96521269486840,6.109410848249470,196.07856674223600
Rice,244.07208751901200,10.584290120080600,141.4839658785860,23.74569834537440,48.36548380919120,6.435770734549530,239.8722732077830
Rice,118.0753116427130,28.35956126165500,27.88532472065540,29.762658885872100,50.64023811108500,5.925072734133270,221.77760539263200
Rice,246.60504969177700,189.2811757075530,192.1243367143900,22.844209287279200,86.32701116174300,5.9270760529884300,272.6079095512840
Rice,70.636160613359,134.0363139316830,170.45722443789100,25.827852124099600,88.41175359620650,6.2579285840893100,151.27803942981600
Rice,52.43633660007410,142.70970588281500,9.359021484334010,24.29060981524020,56.54356629599500,5.616703842717300,312.054621231788
Rice,133.66232988581100,64.38938542125590,146.4545866379110,29.122083392546900,50.911524920841100,5.578733903749200,311.4280836735400
Rice,77.9821622072161,191.6381696991940,95.98725398730890,29.20040119694300,69.29422693724390,6.271125534831270,262.85260913298800
Rice,286.9901674265320,82.11135035671610,20.866107907042000,29.25028878857500,84.55051846145690,6.407386072536030,348.5988152042360
Rice,197.3660019504120,19.452100874366200,135.95480842728700,29.112241128915400,43.91587933447910,6.428919548839310,184.93948063996900
Rice,191.1316580417000,12.066988725157000,71.05294329268640,24.35407194469660,42.03938042286000,5.841151478699510,295.0619883729780
Rice,26.295494259549000,27.05872353174550,119.43209683297600,25.312435432496100,57.5592758706636,6.131926696527100,181.45088422667400
Rice,46.08406888619100,146.79751916397700,172.2297354259900,28.041119749912000,62.27442525227760,5.750168556027450,192.89926713363700
Rice,238.93897656482800,38.79201206848420,117.9853763010980,25.26666625905240,76.39015914687380,5.503935391272150,313.4696971633540
Rice,232.95823905084200,107.95465957432800,89.76142100698210,26.903555917996300,60.396857000006800,5.741646862138670,229.21934922392500
Rice,285.9907073318370,130.0222608407100,88.60962407009630,23.102419797155900,31.080225077117400,5.9905089575576500,179.28948239816200
Rice,148.68266539360600,139.78953848284800,119.85402413032800,27.322167598637100,47.362341452197600,6.2546981404264900,216.05598233231500
Rice,215.90777605435400,108.3919636140260,146.4149355851880,28.94723697289830,35.214367620135700,6.089925325231520,221.96090376579200
Rice,173.8409809942510,184.11355008442700,59.490342638648400,29.18802514835230,41.21549947832730,6.46777015086076,190.00521165382900
Rice,148.68266539360600,139.78953848284800,119.85402413032800,22.061605221959800,47.362341452197600,6.124412758649740,186.84019339298200
Rice,43.23887191450440,175.31213648850700,97.77208983626180,23.369904677663900,74.53401211171530,5.8161348402371200,244.80256063786300
Rice,206.80763292262400,30.304939365596700,43.784658491302700,27.35656308565330,84.65042309554810,6.319586226867950,233.37729714377900
Rice,203.19735886961000,165.4486203332380,22.09417610013220,23.912762147898800,68.05710403015730,6.417810764891880,267.86683017829100
Rice,201.079743831697,76.25937107303210,8.582877540487230,22.222748294527600,30.16899040400520,5.614246821098890,345.3240634392540
Rice,190.00613770114300,32.76444621297850,137.2067334904780,22.990175700970200,88.82056268251160,6.492747137110480,204.3437209273160
Rice,8.038769892914790,133.78693700664700,138.44449937579800,24.07594728182840,49.7755171802408,5.716118310832500,291.7901658421730
Rice,292.7478391599970,159.07642373461600,54.721023902578500,29.723487161465100,75.53332044208590,5.6690079648944700,310.35595775145400
Rice,54.60448030228770,111.08838196227900,177.47562396456000,29.868558664953600,35.75134443786790,6.068901570680170,196.26347120482800
Rice,136.2093503188190,0.0012027269965741,126.56079745714600,25.110394233044300,64.09894170710570,6.173813532918550,232.40994857911200
Rice,203.01696603273200,118.53501919152000,127.80050200762200,24.37475403302650,88.209694087837,6.461578011017110,226.6173064138930
Rice,176.53626635011300,52.01739624792690,14.421967268207000,22.820636395092300,33.163671265349500,5.845477291062370,191.70486282408800
Rice,36.86805967931970,106.08766847163600,136.86837081441600,25.36848625487870,82.92637037547000,6.462473992265330,295.94173090233100
Rice,231.41697669758800,111.9975513020340,78.8114792164821,29.117272331319000,42.82072633435000,5.97576764885118,302.8467521072900
Rice,232.200808073325,123.14908190895700,155.75003841502200,25.342918605756100,46.77733183318430,6.333213316572600,340.5520834537070
Rice,286.9901674265320,82.11135035671610,20.866107907042000,25.872413736084900,84.55051846145690,6.0916331114584500,244.2713658528340
Rice,39.15874071649670,25.764092599688600,76.5922443778997,24.013432538599600,53.64423928536700,6.441299015186870,319.12137995641700
Rice,54.60448030228770,111.08838196227900,177.47562396456000,23.369730912939000,35.75134443786790,6.2830136609926600,236.11107299756400
Rice,194.9573754507620,62.79648587924570,107.17989297047000,23.40871539708550,88.64432489762210,5.642649099389280,236.18866669858300
Rice,243.40302954729600,124.80390787608600,171.81609913554500,24.592396456469900,68.4346733372532,5.925095195885000,171.46110866317700
Rice,62.999096122094700,196.71673378705,83.49365410707290,25.016084719923600,48.72070862940120,5.722653484807340,186.0325284315060
Rice,267.5958134901950,63.76739290296320,83.33059190865590,23.72831755487410,72.34649034780250,6.041868869961670,163.74331524279100
Rice,244.07208751901200,10.584290120080600,141.4839658785860,28.452375374747900,48.36548380919120,6.088435745660540,175.5407493134660
Rice,260.81615744897800,115.04699540594200,66.80115694290830,26.72766702243590,36.20653465711350,5.775718142426860,270.93443346919400
Rice,99.34443273846730,100.19471287894300,195.47520405032800,25.66219080752020,85.12402705108890,6.249563156887040,151.14888925508100
Rice,293.9743182327810,104.44741878500700,79.33802130851320,22.588915677648500,45.37399278884960,5.537275206762070,309.08456259370200
Rice,86.49753493373990,175.95001267033200,75.33281469716500,25.310366520588700,64.58505939744260,5.714711177607340,288.89292446317700
Rice,118.0753116427130,28.35956126165500,27.88532472065540,22.870420534791900,50.64023811108500,6.1072623815928600,282.84806727413000
Rice,237.02773765577200,157.01228714856100,192.9116207391480,27.80240007799630,36.7129688982726,6.099092551514120,156.9753346262150
Rice,133.69355454186400,44.843617729667400,79.87542673125750,29.174118169234500,37.77742629306370,6.272272051086850,237.06794206949500
Rice,188.99779733279100,7.089697908869090,147.9663534023890,25.528844637638900,40.33846978994130,5.804496754031400,195.3321992604160
Rice,231.41697669758800,111.9975513020340,78.8114792164821,29.77762503141700,42.82072633435000,6.438352322640140,299.3750330015580
Rice,83.50603780331500,21.3854826103383,106.31078750736700,25.75753882672640,66.9937642154973,6.079735849815420,241.59714031169400
Rice,201.38691930597100,124.44655383659800,53.07045884791870,22.66106332619680,73.69633297688800,6.130507431229130,283.80085495826800
Rice,284.0926182651150,129.6855411007500,145.11482584419100,26.830631935369800,71.23839180860250,6.488584738195040,215.00166222932600
Rice,236.95251713293400,164.30665650321900,65.50980248341600,26.500375927838000,37.49764533527540,5.948707609858710,275.18808513142500
Rice,165.83571850222600,126.2112801021700,83.93167337924650,28.40840139449840,36.70941923964850,5.9665211699152300,206.57762283270800
Rice,4.659693692054480,175.52821435055400,77.46883255569200,24.46228501487170,57.95364821603150,5.965033382747430,251.13551913577800
Rice,275.41572665401100,128.99932259482100,71.36925909109630,27.975007707738900,71.55958120919870,6.0261288400745,280.6691625169840
